MGA,Full policy number,Policy Effective Date,Policy Expiration Date,Insured Name,Insured Address,Insured City,Insured State,Insured Zip,Transaction Effective Date,Transaction Expiration Date,Premium,Commission amount,Book or Process Date,Policy Type,Transaction Type,Primary/Excess Indicator,Attachment Point,CM/Occ Indicator,Risk/Location Address,Risk/Location State,Risk/Location Zip,Exposure Type,Policy Occurrence Limit,Policy Aggregate Limit,Policy Event Number,Carrier %,Broker/Agent,Broker/Agent Address,Broker/Agent City,Broker/Agent State,Broker/Agent Zip,Vehicle Number,Vehicle Type,Radius Of Use,Gross Vehicle Weight,Vehicle Make,Vehicle Model,Model Year,Vehicle Identification Number,Specialized Vehicle Type,"Vehicle Number of Seats, Seating Capacity"
Daniel Abrahamsen,ASC-2051730-00,2023-10-25,2024-10-25,ALP OPERATIONS LLC,648 WHISTLEWOOD RD,MONTGOMERY,AL,36117-3911,2023-10-25,2024-10-25,17989.14,3148.1,2023-10-25,New Business,NB,Primary,0.0,Occurrence,648 WHISTLEWOOD RD,AL,36117,3.0,1000000.0,"$2,000,000",ASC-2051730-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,4V4NC9EH7GN946906,Truck,1.6475,"Extra Heavy Trucks (45,001+)",VOLVO,VNL64T,2016.0,4V4NC9EH7GN946906,Truck,1-8
Daniel Abrahamsen,ASC-2051730-00,2023-10-25,2024-10-25,ALP OPERATIONS LLC,648 WHISTLEWOOD RD,MONTGOMERY,AL,36117-3911,2023-10-25,2024-10-25,0,0.0,2023-10-25,New Business,NB,Primary,0.0,Occurrence,648 WHISTLEWOOD RD,AL,36117,3.0,1000000.0,"$2,000,000",ASC-2051730-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,4V4NC9EH7GN946906,Truck,1.6475,"Extra Heavy Trucks (45,001+)",VOLVO,VNL64T,2016.0,4V4NC9EH7GN946906,Truck,1-8
Daniel Abrahamsen,ASC-2051730-00,2023-10-25,2024-10-25,ALP OPERATIONS LLC,648 WHISTLEWOOD RD,MONTGOMERY,AL,36117-3911,2023-10-25,2024-10-25,100,17.5,2023-10-25,New Business,NB,Primary,0.0,Occurrence,648 WHISTLEWOOD RD,AL,36117,3.0,1000000.0,"$2,000,000",ASC-2051730-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,4V4NC9EH7GN946906,Truck,1.6475,"Extra Heavy Trucks (45,001+)",VOLVO,VNL64T,2016.0,4V4NC9EH7GN946906,Truck,1-8
Daniel Abrahamsen,ASC-2051730-00,2023-10-25,2024-10-25,ALP OPERATIONS LLC,648 WHISTLEWOOD RD,MONTGOMERY,AL,36117-3911,2023-10-25,2024-10-25,100,17.5,2023-10-25,New Business,NB,Primary,0.0,Occurrence,648 WHISTLEWOOD RD,AL,36117,3.0,1000000.0,"$2,000,000",ASC-2051730-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,4V4NC9EH7GN946906,Truck,1.6475,"Extra Heavy Trucks (45,001+)",VOLVO,VNL64T,2016.0,4V4NC9EH7GN946906,Truck,1-8
Daniel Abrahamsen,ASC-7281930-00,2023-09-07,2024-09-07,AVN CARGO INC,120 E Jersey Street,Elizabeth,NJ,07206,2023-10-24,2024-09-07,0,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,120 E Jersey Street,NJ,07206,3.0,1000000.0,"$2,000,000",ASC-7281930-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,4V4NC9EH2KN210285,Truck,1.47,"Extra Heavy Trucks (45,001+)",VOLVO,VNL64T,2019.0,4V4NC9EH2KN210285,Truck,1-8
Daniel Abrahamsen,ASC-7281930-00,2023-09-07,2024-09-07,AVN CARGO INC,120 E Jersey Street,Elizabeth,NJ,07206,2023-10-24,2024-09-07,0,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,120 E Jersey Street,NJ,07206,3.0,1000000.0,"$2,000,000",ASC-7281930-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,4V4NC9EH2KN210285,Truck,1.47,"Extra Heavy Trucks (45,001+)",VOLVO,VNL64T,2019.0,4V4NC9EH2KN210285,Truck,1-8
Daniel Abrahamsen,ASC-7281930-00,2023-09-07,2024-09-07,AVN CARGO INC,120 E Jersey Street,Elizabeth,NJ,07206,2023-10-24,2024-09-07,0,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,120 E Jersey Street,NJ,07206,3.0,1000000.0,"$2,000,000",ASC-7281930-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,4V4NC9EH2KN210285,Truck,1.47,"Extra Heavy Trucks (45,001+)",VOLVO,VNL64T,2019.0,4V4NC9EH2KN210285,Truck,1-8
Daniel Abrahamsen,ASC-7281930-00,2023-09-07,2024-09-07,AVN CARGO INC,120 E Jersey Street,Elizabeth,NJ,07206,2023-10-24,2024-09-07,0,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,120 E Jersey Street,NJ,07206,3.0,1000000.0,"$2,000,000",ASC-7281930-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,4V4NC9EH2KN210285,Truck,1.47,"Extra Heavy Trucks (45,001+)",VOLVO,VNL64T,2019.0,4V4NC9EH2KN210285,Truck,1-8
Daniel Abrahamsen,ASC-7281930-00,2023-09-07,2024-09-07,AVN CARGO INC,120 E Jersey Street,Elizabeth,NJ,07206,2023-10-24,2024-09-07,0,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,120 E Jersey Street,NJ,07206,3.0,1000000.0,"$2,000,000",ASC-7281930-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,4V4NC9EH6KN213237,Truck,1.47,"Extra Heavy Trucks (45,001+)",VOLVO,VNL64T,2019.0,4V4NC9EH6KN213237,Truck,1-8
Daniel Abrahamsen,ASC-7281930-00,2023-09-07,2024-09-07,AVN CARGO INC,120 E Jersey Street,Elizabeth,NJ,07206,2023-10-24,2024-09-07,0,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,120 E Jersey Street,NJ,07206,3.0,1000000.0,"$2,000,000",ASC-7281930-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,4V4NC9EH6KN213237,Truck,1.47,"Extra Heavy Trucks (45,001+)",VOLVO,VNL64T,2019.0,4V4NC9EH6KN213237,Truck,1-8
Daniel Abrahamsen,ASC-7281930-00,2023-09-07,2024-09-07,AVN CARGO INC,120 E Jersey Street,Elizabeth,NJ,07206,2023-10-24,2024-09-07,0,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,120 E Jersey Street,NJ,07206,3.0,1000000.0,"$2,000,000",ASC-7281930-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,4V4NC9EH6KN213237,Truck,1.47,"Extra Heavy Trucks (45,001+)",VOLVO,VNL64T,2019.0,4V4NC9EH6KN213237,Truck,1-8
Daniel Abrahamsen,ASC-7281930-00,2023-09-07,2024-09-07,AVN CARGO INC,120 E Jersey Street,Elizabeth,NJ,07206,2023-10-24,2024-09-07,0,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,120 E Jersey Street,NJ,07206,3.0,1000000.0,"$2,000,000",ASC-7281930-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,4V4NC9EH6KN213237,Truck,1.47,"Extra Heavy Trucks (45,001+)",VOLVO,VNL64T,2019.0,4V4NC9EH6KN213237,Truck,1-8
Daniel Abrahamsen,ASC-7281930-00,2023-09-07,2024-09-07,AVN CARGO INC,120 E Jersey Street,Elizabeth,NJ,07206,2023-10-24,2024-09-07,0,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,120 E Jersey Street,NJ,07206,3.0,1000000.0,"$2,000,000",ASC-7281930-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,4V4NC9EHXKN203150,Truck,1.47,"Extra Heavy Trucks (45,001+)",VOLVO,VNL64T,2019.0,4V4NC9EHXKN203150,Truck,1-8
Daniel Abrahamsen,ASC-7281930-00,2023-09-07,2024-09-07,AVN CARGO INC,120 E Jersey Street,Elizabeth,NJ,07206,2023-10-24,2024-09-07,0,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,120 E Jersey Street,NJ,07206,3.0,1000000.0,"$2,000,000",ASC-7281930-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,4V4NC9EHXKN203150,Truck,1.47,"Extra Heavy Trucks (45,001+)",VOLVO,VNL64T,2019.0,4V4NC9EHXKN203150,Truck,1-8
Daniel Abrahamsen,ASC-7281930-00,2023-09-07,2024-09-07,AVN CARGO INC,120 E Jersey Street,Elizabeth,NJ,07206,2023-10-24,2024-09-07,0,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,120 E Jersey Street,NJ,07206,3.0,1000000.0,"$2,000,000",ASC-7281930-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,4V4NC9EHXKN203150,Truck,1.47,"Extra Heavy Trucks (45,001+)",VOLVO,VNL64T,2019.0,4V4NC9EHXKN203150,Truck,1-8
Daniel Abrahamsen,ASC-7281930-00,2023-09-07,2024-09-07,AVN CARGO INC,120 E Jersey Street,Elizabeth,NJ,07206,2023-10-24,2024-09-07,0,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,120 E Jersey Street,NJ,07206,3.0,1000000.0,"$2,000,000",ASC-7281930-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,4V4NC9EHXKN203150,Truck,1.47,"Extra Heavy Trucks (45,001+)",VOLVO,VNL64T,2019.0,4V4NC9EHXKN203150,Truck,1-8
Daniel Abrahamsen,ASC-6678457-00,2023-10-01,2024-10-01,SOLJI UNLIMITED TRANSPORTATION INC,7619 76th Way,West Palm Beach,FL,33407,2023-10-25,2024-10-01,0,0.0,2023-10-25,Endorsement,EN,Primary,0.0,Occurrence,7619 76th Way,FL,33407,1.0,1000000.0,"$2,000,000",ASC-6678457-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,5PVNJ7AV9R5T55416,Truck,1.305,"Medium Trucks (10,000 - 20,000)",HINO,L6ALP,2024.0,5PVNJ7AV9R5T55416,Truck,1-8
Daniel Abrahamsen,ASC-6678457-00,2023-10-01,2024-10-01,SOLJI UNLIMITED TRANSPORTATION INC,7619 76th Way,West Palm Beach,FL,33407,2023-10-25,2024-10-01,0,0.0,2023-10-25,Endorsement,EN,Primary,0.0,Occurrence,7619 76th Way,FL,33407,1.0,1000000.0,"$2,000,000",ASC-6678457-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,5PVNJ7AV9R5T55416,Truck,1.305,"Medium Trucks (10,000 - 20,000)",HINO,L6ALP,2024.0,5PVNJ7AV9R5T55416,Truck,1-8
Daniel Abrahamsen,ASC-6678457-00,2023-10-01,2024-10-01,SOLJI UNLIMITED TRANSPORTATION INC,7619 76th Way,West Palm Beach,FL,33407,2023-10-25,2024-10-01,0,0.0,2023-10-25,Endorsement,EN,Primary,0.0,Occurrence,7619 76th Way,FL,33407,1.0,1000000.0,"$2,000,000",ASC-6678457-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,5PVNJ7AV9R5T55416,Truck,1.305,"Medium Trucks (10,000 - 20,000)",HINO,L6ALP,2024.0,5PVNJ7AV9R5T55416,Truck,1-8
Daniel Abrahamsen,ASC-6678457-00,2023-10-01,2024-10-01,SOLJI UNLIMITED TRANSPORTATION INC,7619 76th Way,West Palm Beach,FL,33407,2023-10-25,2024-10-01,0,0.0,2023-10-25,Endorsement,EN,Primary,0.0,Occurrence,7619 76th Way,FL,33407,1.0,1000000.0,"$2,000,000",ASC-6678457-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,5PVNJ7AV9R5T55416,Truck,1.305,"Medium Trucks (10,000 - 20,000)",HINO,L6ALP,2024.0,5PVNJ7AV9R5T55416,Truck,1-8
Daniel Abrahamsen,ASC-1736859-00,2023-10-07,2024-10-07,INTERSTATE MOTOR LINES INC,313 TELLY RD PMB28,PICAYUNE,MS,39466,2023-10-24,2024-10-07,-3159.38,-552.89,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,806 West Pine Street ste 2,MS,39401,3.0,1000000.0,"$2,000,000",ASC-1736859-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3HSDJAPR2EN797916,Truck,1.262,"Extra Heavy Trucks (45,001+)",INTERNATIONAL,LF687,2014.0,3HSDJAPR2EN797916,Truck,1-8
Daniel Abrahamsen,ASC-1736859-00,2023-10-07,2024-10-07,INTERSTATE MOTOR LINES INC,313 TELLY RD PMB28,PICAYUNE,MS,39466,2023-10-24,2024-10-07,0,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,806 West Pine Street ste 2,MS,39401,3.0,1000000.0,"$2,000,000",ASC-1736859-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3HSDJAPR2EN797916,Truck,1.262,"Extra Heavy Trucks (45,001+)",INTERNATIONAL,LF687,2014.0,3HSDJAPR2EN797916,Truck,1-8
Daniel Abrahamsen,ASC-1736859-00,2023-10-07,2024-10-07,INTERSTATE MOTOR LINES INC,313 TELLY RD PMB28,PICAYUNE,MS,39466,2023-10-24,2024-10-07,0,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,806 West Pine Street ste 2,MS,39401,3.0,1000000.0,"$2,000,000",ASC-1736859-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3HSDJAPR2EN797916,Truck,1.262,"Extra Heavy Trucks (45,001+)",INTERNATIONAL,LF687,2014.0,3HSDJAPR2EN797916,Truck,1-8
Daniel Abrahamsen,ASC-1736859-00,2023-10-07,2024-10-07,INTERSTATE MOTOR LINES INC,313 TELLY RD PMB28,PICAYUNE,MS,39466,2023-10-24,2024-10-07,0,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,806 West Pine Street ste 2,MS,39401,3.0,1000000.0,"$2,000,000",ASC-1736859-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3HSDJAPR2EN797916,Truck,1.262,"Extra Heavy Trucks (45,001+)",INTERNATIONAL,LF687,2014.0,3HSDJAPR2EN797916,Truck,1-8
Daniel Abrahamsen,ASC-1736859-00,2023-10-07,2024-10-07,INTERSTATE MOTOR LINES INC,313 TELLY RD PMB28,PICAYUNE,MS,39466,2023-10-24,2024-10-07,-3159.38,-552.89,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,806 West Pine Street ste 2,MS,39401,3.0,1000000.0,"$2,000,000",ASC-1736859-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3HAEUMML1NL864177,Truck,1.262,"Medium Trucks (10,000 - 20,000)",INT'L,MV607,2022.0,3HAEUMML1NL864177,Truck,1-8
Daniel Abrahamsen,ASC-1736859-00,2023-10-07,2024-10-07,INTERSTATE MOTOR LINES INC,313 TELLY RD PMB28,PICAYUNE,MS,39466,2023-10-24,2024-10-07,0,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,806 West Pine Street ste 2,MS,39401,3.0,1000000.0,"$2,000,000",ASC-1736859-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3HAEUMML1NL864177,Truck,1.262,"Medium Trucks (10,000 - 20,000)",INT'L,MV607,2022.0,3HAEUMML1NL864177,Truck,1-8
Daniel Abrahamsen,ASC-1736859-00,2023-10-07,2024-10-07,INTERSTATE MOTOR LINES INC,313 TELLY RD PMB28,PICAYUNE,MS,39466,2023-10-24,2024-10-07,0,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,806 West Pine Street ste 2,MS,39401,3.0,1000000.0,"$2,000,000",ASC-1736859-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3HAEUMML1NL864177,Truck,1.262,"Medium Trucks (10,000 - 20,000)",INT'L,MV607,2022.0,3HAEUMML1NL864177,Truck,1-8
Daniel Abrahamsen,ASC-1736859-00,2023-10-07,2024-10-07,INTERSTATE MOTOR LINES INC,313 TELLY RD PMB28,PICAYUNE,MS,39466,2023-10-24,2024-10-07,0,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,806 West Pine Street ste 2,MS,39401,3.0,1000000.0,"$2,000,000",ASC-1736859-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3HAEUMML1NL864177,Truck,1.262,"Medium Trucks (10,000 - 20,000)",INT'L,MV607,2022.0,3HAEUMML1NL864177,Truck,1-8
Daniel Abrahamsen,ASC-1736859-00,2023-10-07,2024-10-07,INTERSTATE MOTOR LINES INC,313 TELLY RD PMB28,PICAYUNE,MS,39466,2023-10-24,2024-10-07,-3159.38,-552.89,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,806 West Pine Street ste 2,MS,39401,3.0,1000000.0,"$2,000,000",ASC-1736859-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3HAEUMMLXM059472,Truck,1.262,"Medium Trucks (10,000 - 20,000)",INT'L,MV607,2022.0,3HAEUMMLXM059472,Truck,1-8
Daniel Abrahamsen,ASC-1736859-00,2023-10-07,2024-10-07,INTERSTATE MOTOR LINES INC,313 TELLY RD PMB28,PICAYUNE,MS,39466,2023-10-24,2024-10-07,0,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,806 West Pine Street ste 2,MS,39401,3.0,1000000.0,"$2,000,000",ASC-1736859-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3HAEUMMLXM059472,Truck,1.262,"Medium Trucks (10,000 - 20,000)",INT'L,MV607,2022.0,3HAEUMMLXM059472,Truck,1-8
Daniel Abrahamsen,ASC-1736859-00,2023-10-07,2024-10-07,INTERSTATE MOTOR LINES INC,313 TELLY RD PMB28,PICAYUNE,MS,39466,2023-10-24,2024-10-07,0,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,806 West Pine Street ste 2,MS,39401,3.0,1000000.0,"$2,000,000",ASC-1736859-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3HAEUMMLXM059472,Truck,1.262,"Medium Trucks (10,000 - 20,000)",INT'L,MV607,2022.0,3HAEUMMLXM059472,Truck,1-8
Daniel Abrahamsen,ASC-1736859-00,2023-10-07,2024-10-07,INTERSTATE MOTOR LINES INC,313 TELLY RD PMB28,PICAYUNE,MS,39466,2023-10-24,2024-10-07,0,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,806 West Pine Street ste 2,MS,39401,3.0,1000000.0,"$2,000,000",ASC-1736859-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,3HAEUMMLXM059472,Truck,1.262,"Medium Trucks (10,000 - 20,000)",INT'L,MV607,2022.0,3HAEUMMLXM059472,Truck,1-8
Daniel Abrahamsen,ASC-8522134-00,2023-09-03,2024-09-03,QUALITY CARRIER TRANSPORT INC,5814 ZURICH RD,SMYRNA,TN,37167,2023-10-24,2024-09-03,0,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,5814 ZURICH RD,TN,37167,8.0,1000000.0,"$2,000,000",ASC-8522134-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FUJA6CKX5LN79028,Truck,1.3935,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CL120,2005.0,1FUJA6CKX5LN79028,Truck,1-8
Daniel Abrahamsen,ASC-8522134-00,2023-09-03,2024-09-03,QUALITY CARRIER TRANSPORT INC,5814 ZURICH RD,SMYRNA,TN,37167,2023-10-24,2024-09-03,0,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,5814 ZURICH RD,TN,37167,8.0,1000000.0,"$2,000,000",ASC-8522134-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FUJA6CKX5LN79028,Truck,1.3935,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CL120,2005.0,1FUJA6CKX5LN79028,Truck,1-8
Daniel Abrahamsen,ASC-8522134-00,2023-09-03,2024-09-03,QUALITY CARRIER TRANSPORT INC,5814 ZURICH RD,SMYRNA,TN,37167,2023-10-24,2024-09-03,0,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,5814 ZURICH RD,TN,37167,8.0,1000000.0,"$2,000,000",ASC-8522134-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FUJA6CKX5LN79028,Truck,1.3935,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CL120,2005.0,1FUJA6CKX5LN79028,Truck,1-8
Daniel Abrahamsen,ASC-8522134-00,2023-09-03,2024-09-03,QUALITY CARRIER TRANSPORT INC,5814 ZURICH RD,SMYRNA,TN,37167,2023-10-24,2024-09-03,0,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,5814 ZURICH RD,TN,37167,8.0,1000000.0,"$2,000,000",ASC-8522134-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FUJA6CKX5LN79028,Truck,1.3935,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CL120,2005.0,1FUJA6CKX5LN79028,Truck,1-8
Daniel Abrahamsen,ASC-8522134-00,2023-09-03,2024-09-03,QUALITY CARRIER TRANSPORT INC,5814 ZURICH RD,SMYRNA,TN,37167,2023-10-24,2024-09-03,0,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,5814 ZURICH RD,TN,37167,8.0,1000000.0,"$2,000,000",ASC-8522134-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FUJA6CK47LY41192,Truck,1.3935,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CL120,2007.0,1FUJA6CK47LY41192,Truck,1-8
Daniel Abrahamsen,ASC-8522134-00,2023-09-03,2024-09-03,QUALITY CARRIER TRANSPORT INC,5814 ZURICH RD,SMYRNA,TN,37167,2023-10-24,2024-09-03,0,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,5814 ZURICH RD,TN,37167,8.0,1000000.0,"$2,000,000",ASC-8522134-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FUJA6CK47LY41192,Truck,1.3935,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CL120,2007.0,1FUJA6CK47LY41192,Truck,1-8
Daniel Abrahamsen,ASC-8522134-00,2023-09-03,2024-09-03,QUALITY CARRIER TRANSPORT INC,5814 ZURICH RD,SMYRNA,TN,37167,2023-10-24,2024-09-03,0,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,5814 ZURICH RD,TN,37167,8.0,1000000.0,"$2,000,000",ASC-8522134-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FUJA6CK47LY41192,Truck,1.3935,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CL120,2007.0,1FUJA6CK47LY41192,Truck,1-8
Daniel Abrahamsen,ASC-8522134-00,2023-09-03,2024-09-03,QUALITY CARRIER TRANSPORT INC,5814 ZURICH RD,SMYRNA,TN,37167,2023-10-24,2024-09-03,0,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,5814 ZURICH RD,TN,37167,8.0,1000000.0,"$2,000,000",ASC-8522134-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FUJA6CK47LY41192,Truck,1.3935,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CL120,2007.0,1FUJA6CK47LY41192,Truck,1-8
Daniel Abrahamsen,ASC-8522134-00,2023-09-03,2024-09-03,QUALITY CARRIER TRANSPORT INC,5814 ZURICH RD,SMYRNA,TN,37167,2023-10-24,2024-09-03,0,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,5814 ZURICH RD,TN,37167,8.0,1000000.0,"$2,000,000",ASC-8522134-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FUJBBCK07LV80164,Truck,1.3935,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CST120,2007.0,1FUJBBCK07LV80164,Truck,1-8
Daniel Abrahamsen,ASC-8522134-00,2023-09-03,2024-09-03,QUALITY CARRIER TRANSPORT INC,5814 ZURICH RD,SMYRNA,TN,37167,2023-10-24,2024-09-03,0,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,5814 ZURICH RD,TN,37167,8.0,1000000.0,"$2,000,000",ASC-8522134-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FUJBBCK07LV80164,Truck,1.3935,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CST120,2007.0,1FUJBBCK07LV80164,Truck,1-8
Daniel Abrahamsen,ASC-8522134-00,2023-09-03,2024-09-03,QUALITY CARRIER TRANSPORT INC,5814 ZURICH RD,SMYRNA,TN,37167,2023-10-24,2024-09-03,0,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,5814 ZURICH RD,TN,37167,8.0,1000000.0,"$2,000,000",ASC-8522134-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FUJBBCK07LV80164,Truck,1.3935,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CST120,2007.0,1FUJBBCK07LV80164,Truck,1-8
Daniel Abrahamsen,ASC-8522134-00,2023-09-03,2024-09-03,QUALITY CARRIER TRANSPORT INC,5814 ZURICH RD,SMYRNA,TN,37167,2023-10-24,2024-09-03,0,0.0,2023-10-24,Endorsement,EN,Primary,0.0,Occurrence,5814 ZURICH RD,TN,37167,8.0,1000000.0,"$2,000,000",ASC-8522134-00,100.0,Cover Whale Insurance Solutions Inc.,9584 Greensburg Ave,Las Vegas,Nevada,89178.0,1FUJBBCK07LV80164,Truck,1.3935,"Extra Heavy Trucks (45,001+)",FREIGHTLINER,CST120,2007.0,1FUJBBCK07LV80164,Truck,1-8
